2023-04-03T19:30:36.997094+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': 'd8cfbd94-1b65-41fa-a95e-7ca2e90ebe77', 'counter': 3, 'stdout': '\x1b[0;34m  config file = /Users/brianaddicks/Library/CloudStorage/OneDrive-Personal/dev/rh_console_imagebuilder/ansible.cfg\x1b[0m', 'start_line': 2, 'end_line': 3, 'runner_ident': '1ef37bfd-4052-42c4-a092-f40419f4fd9b', 'created': '2023-04-03T19:30:36.992946'}
2023-04-03T19:30:36.997283+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': '54cec376-f0f5-4057-b663-b958c58a1448', 'counter': 4, 'stdout': "\x1b[0;34m  configured module search path = ['/home/runner/.ansible/plugins/modules', '/usr/share/ansible/plugins/modules']\x1b[0m", 'start_line': 3, 'end_line': 4, 'runner_ident': '1ef37bfd-4052-42c4-a092-f40419f4fd9b', 'created': '2023-04-03T19:30:36.993064'}
2023-04-03T19:30:36.997446+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': '4fb1e3c0-d56f-48db-8f80-c645bf2c9846', 'counter': 5, 'stdout': '\x1b[0;34m  ansible python module location = /usr/local/lib/python3.8/site-packages/ansible\x1b[0m', 'start_line': 4, 'end_line': 5, 'runner_ident': '1ef37bfd-4052-42c4-a092-f40419f4fd9b', 'created': '2023-04-03T19:30:36.993182'}
2023-04-03T19:30:36.997615+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': 'ce1235bc-ec10-49e9-8dce-67778e69b8e5', 'counter': 6, 'stdout': '\x1b[0;34m  ansible collection location = /home/runner/.ansible/collections:/usr/share/ansible/collections\x1b[0m', 'start_line': 5, 'end_line': 6, 'runner_ident': '1ef37bfd-4052-42c4-a092-f40419f4fd9b', 'created': '2023-04-03T19:30:36.993685'}
2023-04-03T19:30:36.997723+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': '8073646b-315d-41da-a9bc-6620f04cc4ad', 'counter': 7, 'stdout': '\x1b[0;34m  executable location = /usr/local/bin/ansible-playbook\x1b[0m', 'start_line': 6, 'end_line': 7, 'runner_ident': '1ef37bfd-4052-42c4-a092-f40419f4fd9b', 'created': '2023-04-03T19:30:36.993935'}
2023-04-03T19:30:36.997859+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': '4a94c7dc-d8be-4e87-b8d7-6b98836a521d', 'counter': 8, 'stdout': '\x1b[0;34m  python version = 3.8.13 (default, Jun 24 2022, 15:27:57) [GCC 8.5.0 20210514 (Red Hat 8.5.0-13)]\x1b[0m', 'start_line': 7, 'end_line': 8, 'runner_ident': '1ef37bfd-4052-42c4-a092-f40419f4fd9b', 'created': '2023-04-03T19:30:36.994607'}
2023-04-03T19:30:36.997968+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': '527e9fba-f374-45ab-869f-0a0fa2571c0b', 'counter': 9, 'stdout': '\x1b[0;34m  jinja version = 3.1.2\x1b[0m', 'start_line': 8, 'end_line': 9, 'runner_ident': '1ef37bfd-4052-42c4-a092-f40419f4fd9b', 'created': '2023-04-03T19:30:36.994784'}
2023-04-03T19:30:36.998076+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': '15183984-2d56-4ede-96cb-5ff413316547', 'counter': 10, 'stdout': '\x1b[0;34m  libyaml = True\x1b[0m', 'start_line': 9, 'end_line': 10, 'runner_ident': '1ef37bfd-4052-42c4-a092-f40419f4fd9b', 'created': '2023-04-03T19:30:36.994923'}
2023-04-03T19:30:36.998214+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': '18a59f32-bcf5-4440-b23b-43a7618b5f9e', 'counter': 11, 'stdout': '\x1b[0;34mUsing /Users/brianaddicks/Library/CloudStorage/OneDrive-Personal/dev/rh_console_imagebuilder/ansible.cfg as config file\x1b[0m', 'start_line': 10, 'end_line': 11, 'runner_ident': '1ef37bfd-4052-42c4-a092-f40419f4fd9b', 'created': '2023-04-03T19:30:36.995607'}
2023-04-03T19:30:37.046738+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': '0fceed4f-2bb2-4362-b314-f849ddc4ebb1', 'counter': 12, 'stdout': '\x1b[0;34mhost_list declined parsing /etc/ansible/hosts as it did not pass its verify_file() method\x1b[0m', 'start_line': 11, 'end_line': 12, 'runner_ident': '1ef37bfd-4052-42c4-a092-f40419f4fd9b', 'created': '2023-04-03T19:30:37.040035'}
